iter	Logloss
0	0.6164845016
1	0.5370612517
2	0.4732678228
3	0.4225426306
4	0.3733500572
5	0.3325011438
6	0.3032135486
7	0.2800043249
8	0.2716897601
9	0.2484832106
10	0.2237001404
11	0.2090265233
12	0.1950000753
13	0.183035567
14	0.173813822
15	0.1636825264
16	0.1570855236
17	0.1547810287
18	0.1479037586
19	0.1466134954
20	0.1454690613
21	0.1394797102
22	0.1366268709
23	0.1359239461
24	0.1309770138
25	0.1270116324
26	0.123350731
27	0.1204369109
28	0.116700429
29	0.1137714389
30	0.1104307303
31	0.1092235174
32	0.1090865892
33	0.1074637744
34	0.1062377742
35	0.1046060674
36	0.1033022389
37	0.1015452308
38	0.09974634925
39	0.09871620277
40	0.09772119712
41	0.09696189997
42	0.09528201183
43	0.09428703829
44	0.09350676255
45	0.09303770213
46	0.09203279253
47	0.09113468807
48	0.08993086755
49	0.08955960574
50	0.08846332418
51	0.08745499029
52	0.08615766165
53	0.0855110731
54	0.08484866026
55	0.08407422407
56	0.08329717141
57	0.08281607246
58	0.08224373646
59	0.08193100168
60	0.08171751353
61	0.08146123268
62	0.08086055507
63	0.08004589512
64	0.07968542654
65	0.07890874426
66	0.07890757741
67	0.07858172444
68	0.0781519247
69	0.07770519681
70	0.07734546467
71	0.07700175248
72	0.07636478855
73	0.07611883055
74	0.07521131175
75	0.0749029822
76	0.07459845219
77	0.07427960108
78	0.07395377387
79	0.07357124841
80	0.07299086302
81	0.07264236289
82	0.07259384228
83	0.07225992728
84	0.07160178155
85	0.07126472981
86	0.07104256719
87	0.07065760955
88	0.07034854825
89	0.06999678672
90	0.06981059195
91	0.06933265004
92	0.0691059204
93	0.06868506441
94	0.06836429176
95	0.06792595749
96	0.06761686966
97	0.06746877565
98	0.0674169872
99	0.06720603679
100	0.06703747141
101	0.0668769528
102	0.06662607403
103	0.06638923572
104	0.06618818966
105	0.0659622716
106	0.06594573592
107	0.06550925685
108	0.06528140857
109	0.06501811255
110	0.0650086434
111	0.06472689075
112	0.06450792383
113	0.06425554956
114	0.06406590829
115	0.0638136456
116	0.06351254493
117	0.06321753761
118	0.06301597415
119	0.06283502417
120	0.06276978024
121	0.06254798599
122	0.0624155508
123	0.06213835058
124	0.06209929096
125	0.06190326482
126	0.06175997154
127	0.06165241343
128	0.06147381614
129	0.06124200599
130	0.06111366795
131	0.0610518471
132	0.06080542944
133	0.06061865755
134	0.06042734965
135	0.06021804743
136	0.0600166603
137	0.05991161832
138	0.05977596411
139	0.05975186984
140	0.05951694384
141	0.05925912974
142	0.05906558449
143	0.05893764565
144	0.05889243675
145	0.05885789637
146	0.05873157836
147	0.05855218924
148	0.05847641525
149	0.05841245468
150	0.05828680054
151	0.05816033749
152	0.05786863011
153	0.05768275729
154	0.05764869922
155	0.05761198723
156	0.05743998158
157	0.05743631622
158	0.05733896971
159	0.05725441646
160	0.0572346251
161	0.05708544796
162	0.05696227675
163	0.05688416393
164	0.05673073797
165	0.05672893074
166	0.05657193619
167	0.05647392854
168	0.05641451241
169	0.05611127828
170	0.05600525929
171	0.0559025519
172	0.05583966378
173	0.05568633501
174	0.05561481597
175	0.0554674566
176	0.05532102401
177	0.05516218719
178	0.05509112366
179	0.05506454015
180	0.05479862
181	0.05468532822
182	0.05456212418
183	0.05441391938
184	0.05429163536
185	0.05409771408
186	0.05396692955
187	0.05374377941
188	0.05370288991
189	0.05343476683
190	0.05340205623
191	0.0533799024
192	0.05337924748
193	0.05315606027
194	0.05302521922
195	0.05288733733
196	0.0528606636
197	0.05277778381
198	0.05252639793
199	0.05240354514
200	0.05232253827
201	0.05221582519
202	0.05214647467
203	0.05204392596
204	0.05199927595
205	0.05184560688
206	0.05179291563
207	0.05167164253
208	0.05155771779
209	0.05154611669
210	0.05141021298
211	0.05127496879
212	0.05110280924
213	0.05092365185
214	0.05087267663
215	0.05075377859
216	0.05060347802
217	0.05048574467
218	0.05043705734
219	0.05033147652
220	0.05029857945
221	0.05018174008
222	0.0501505071
223	0.05008819838
224	0.05008667248
225	0.05005300298
226	0.04994134861
227	0.04982277816
228	0.04971004065
229	0.04957427962
230	0.0494564011
231	0.04933940125
232	0.04923282534
233	0.04921674377
234	0.04909101953
235	0.04878927821
236	0.04868958043
237	0.04859593365
238	0.04843998838
239	0.04828435198
240	0.04823288989
241	0.0481335307
242	0.04799330748
243	0.04790438788
244	0.0478254818
245	0.04782466241
246	0.04770071747
247	0.04758600667
248	0.0473799969
249	0.0471722889
250	0.04712868819
251	0.04704643349
252	0.0470430669
253	0.04701835597
254	0.04699054453
255	0.04689144379
256	0.04678896531
257	0.04676530493
258	0.04666469655
259	0.04663758492
260	0.0464605563
261	0.04635245197
262	0.04623094567
263	0.04612222297
264	0.04599580824
265	0.04587983232
266	0.04577781337
267	0.04549936027
268	0.04537591885
269	0.0452992495
270	0.04523917825
271	0.0451335177
272	0.04504268554
273	0.04496083902
274	0.04477353946
275	0.04474719563
276	0.04459309803
277	0.04450495551
278	0.04434893167
279	0.04434272903
280	0.04423780848
281	0.04416377695
282	0.04404121053
283	0.04390491805
284	0.04388214675
285	0.04375017911
286	0.04363734929
287	0.04363596321
288	0.04350269986
289	0.04348699606
290	0.04338734078
291	0.04329420096
292	0.04311762702
293	0.04303680462
294	0.0429875901
295	0.04291433131
296	0.04282092467
297	0.04278863627
298	0.04269447988
299	0.04260181753
300	0.04245557513
301	0.04239486615
302	0.0423713883
303	0.04232538978
304	0.04227658423
305	0.04222964138
306	0.04222955668
307	0.04222278585
308	0.04222264267
309	0.04221669088
310	0.04206730463
311	0.04198865299
312	0.04196883891
313	0.04185194183
314	0.04177668487
315	0.04166107888
316	0.04154988079
317	0.04143760626
318	0.04133314677
319	0.04121580147
320	0.0410482798
321	0.04104665897
322	0.04094920403
323	0.04093146681
324	0.04083151347
325	0.04083131173
326	0.04070135586
327	0.04058660226
328	0.04055552714
329	0.04055147331
330	0.04043675247
331	0.04039721871
332	0.04028184126
333	0.04024958695
334	0.0401244571
335	0.04012444375
336	0.04003664059
337	0.03997070914
338	0.03994331361
339	0.03989654192
340	0.03988228986
341	0.03980673861
342	0.0396765793
343	0.03963047966
344	0.03959034349
345	0.03955173056
346	0.03945787163
347	0.03938722993
348	0.03938074681
349	0.03927524122
350	0.03918415137
351	0.0390815142
352	0.03907705877
353	0.03899834813
354	0.03895755442
355	0.03886151719
356	0.03875905137
357	0.03868508906
358	0.03859346565
359	0.03858910412
360	0.03854279075
361	0.03851525814
362	0.03849970939
363	0.03837783726
364	0.03834016882
365	0.03826401845
366	0.03823930787
367	0.03816187343
368	0.03807685243
369	0.03802202775
370	0.03797100787
371	0.03794826374
372	0.03787944642
373	0.03781111351
374	0.03776896297
375	0.03776573615
376	0.03771080442
377	0.03766838151
378	0.03759788046
379	0.03759393378
380	0.03752046701
381	0.03745240708
382	0.03734530231
383	0.03734082124
384	0.03728412904
385	0.03719316393
386	0.03711630854
387	0.03703640419
388	0.03698920076
389	0.03697034855
390	0.03688028717
391	0.03678703423
392	0.03670691771
393	0.03664173399
394	0.03658650207
395	0.03654492975
396	0.03645966841
397	0.03639588735
398	0.03634503645
399	0.03625120526
400	0.03619664397
401	0.03619235374
402	0.03617306432
403	0.0361152364
404	0.03609172886
405	0.03602277639
406	0.03597456485
407	0.03587148012
408	0.03579856536
409	0.03572010338
410	0.03564862027
411	0.03559467045
412	0.0355889561
413	0.0354511431
414	0.03539587557
415	0.03534704511
416	0.03520391214
417	0.03516593846
418	0.03511801045
419	0.0350381254
420	0.03501148405
421	0.03493929043
422	0.03484421154
423	0.03482077499
424	0.03477414497
425	0.03473397426
426	0.03466229255
427	0.03461722797
428	0.03452883032
429	0.03448941952
430	0.03448027178
431	0.03445787634
432	0.03443865415
433	0.0343809322
434	0.03432854969
435	0.03419320562
436	0.03404692499
437	0.03399519836
438	0.0339292374
439	0.03389457536
440	0.03384957717
441	0.03378975949
442	0.03372387994
443	0.03370890855
444	0.03368701431
445	0.03363527271
446	0.03361512225
447	0.0335358938
448	0.033486814
449	0.03334111386
450	0.03331139407
451	0.03322270315
452	0.0331950335
453	0.03312645547
454	0.03305776206
455	0.03301448345
456	0.03293424527
457	0.03289177133
458	0.03280326246
459	0.03270835816
460	0.03269112353
461	0.03262389339
462	0.03247740088
463	0.03240029758
464	0.03236943313
465	0.0323348937
466	0.03224177267
467	0.03219471071
468	0.03213247693
469	0.03207833426
470	0.03205863875
471	0.03201292469
472	0.03198140514
473	0.03192755648
474	0.03188674928
475	0.03187006357
476	0.03184398688
477	0.03177752635
478	0.03174556413
479	0.03168987522
480	0.03165325671
481	0.03158864237
482	0.03156923274
483	0.03155173702
484	0.03154561436
485	0.03152449163
486	0.03145769688
487	0.03138910414
488	0.0313535463
489	0.03134746068
490	0.03131449603
491	0.0312791512
492	0.03126394401
493	0.03120910702
494	0.03116601818
495	0.03114826952
496	0.03113177211
497	0.03109355118
498	0.0310745651
499	0.03103721231
500	0.03100418254
501	0.03095270171
502	0.03093723173
503	0.03089825346
504	0.03088073721
505	0.03081699993
506	0.03076743709
507	0.03070747287
508	0.03065711755
509	0.03057431334
510	0.03051105225
511	0.03043294394
512	0.0303922585
513	0.03032530775
514	0.03025491193
515	0.03022172089
516	0.03020539349
517	0.03013863931
518	0.03009336894
519	0.0300540364
520	0.03003130975
521	0.03002423132
522	0.02998376157
523	0.02995295614
524	0.02990183658
525	0.0298848305
526	0.02983600892
527	0.0297835134
528	0.02973210956
529	0.02966865898
530	0.02965068968
531	0.02962487154
532	0.02958845931
533	0.02946948697
534	0.02943121463
535	0.02937396212
536	0.02936181881
537	0.0293376577
